review_id,review_text,label,rating,verified_purchase,product,word_count,exclamation_count,caps_ratio,helpful_votes
886,100% recommend Speaker to anyone and everyone without hesitation!!! SPEAKER IS PERFECT!!!,Fake,5,No,Speaker,12,6,0.25,7
887,Solid construction. Feels like it will last a while.,Genuine,4,Yes,Mechanical Keyboard,9,0,0.0476190476190476,13
888,This is the product that all other products should aspire to be!!!,Fake,5,No,Face Wash,12,3,0.0192307692307692,18
889,Adequate quality for the intended purpose.,Genuine,5,Yes,Wallet,6,0,0.0277777777777777,5
890,The quality of this Notebook blew me away!!! Completely worth it!!! This Notebook is truly incredible!!!,Fake,5,Yes,Notebook,16,9,0.0625,0
891,Bought as a gift. The recipient was happy with it. Does the job.,Genuine,4,Yes,Screen Protector,13,0,0.0612244897959183,14
892,Solid product. I've recommended it to several friends.,Genuine,4,Yes,Sunglasses,8,0,0.0454545454545454,0
893,Had some trouble with setup initially but works perfectly now. Would buy again.,Genuine,3,Yes,Electric Kettle,13,0,0.0307692307692307,16
894,Everyone should have this Water Bottle it is life-changing literally.,Fake,4,No,Water Bottle,10,0,0.0517241379310344,0
895,The instructions could be clearer but once set up it works great.,Genuine,4,Yes,Mechanical Keyboard,12,0,0.0188679245283018,14
896,The quality of this Blender blew me away!!! Completely worth it!!!,Fake,5,No,Blender,11,6,0.06,1
897,The instructions could be clearer but once set up it works great. Satisfied.,Genuine,5,Yes,Extension Cord,13,0,0.032258064516129,13
898,"BEST Non-stick Pan EVER!!! Absolutely love it!!! BUY NOW!!! Such a wonderful Non-stick Pan, will buy again!!!!",Fake,5,Yes,Non-stick Pan,17,13,0.2564102564102564,7
899,Everyone should have this Headphones it is life-changing literally. HEADPHONES IS SUPERB!!,Fake,4,No,Headphones,12,2,0.2666666666666666,7
900,Happy with the Notebook purchase after one month of regular use. Would recommend for casual use.,Genuine,4,Yes,Notebook,16,0,0.0379746835443038,18
901,Good product overall. My only complaint is the smell when first opened. Does the job.,Genuine,5,Yes,Yoga Mat,15,0,0.0441176470588235,6
902,Decent purchase. Does what it is supposed to do. Would buy again.,Genuine,3,Yes,Protein Powder,12,0,0.0588235294117647,18
903,"Words cannot describe how amazing this Blender truly is!!! The Blender is incredible, cannot recommend enough!!!!!",Fake,4,Yes,Blender,16,8,0.0444444444444444,5
904,100% recommend Backpack to anyone and everyone without hesitation!!! BACKPACK IS FANTASTIC!!!!!,Fake,4,Yes,Backpack,12,8,0.2777777777777778,5
905,Top notch premium quality superior Water Bottle excellent purchase! This Water Bottle is truly spectacular!!!!,Fake,4,No,Water Bottle,15,5,0.0659340659340659,2
906,Not bad. Gets the job done without any fuss. Would buy again.,Genuine,5,Yes,Protein Powder,12,0,0.0638297872340425,6
907,"Simple to use, does exactly what it should. No complaints.",Genuine,5,Yes,Wallet,10,0,0.0434782608695652,18
908,"I was skeptical but Sunglasses exceeded ALL my expectations COMPLETELY!!! The Sunglasses is superb, cannot recommend enough!!!!!",Fake,5,No,Sunglasses,17,8,0.1650485436893204,7
909,Nice product. Could have better packaging though. Good value.,Genuine,5,Yes,Rice Cooker,9,0,0.06,9
910,My entire family switched to this Blender we are all obsessed!!! This Blender is truly amazing!!!,Fake,5,No,Blender,16,6,0.0526315789473684,19
911,It took a week to arrive but the product quality is great. Worth the wait. Satisfied.,Genuine,5,Yes,Protein Powder,16,0,0.044776119402985,14
912,Arrived two days late but the product itself is great. Does the job.,Genuine,4,Yes,Non-stick Pan,13,0,0.037037037037037,14
913,"Desk Lamp is pure magic!!! Do not think twice just buy it!!! The Desk Lamp is perfect, cannot recommend enough!!",Fake,4,Yes,Desk Lamp,20,8,0.0714285714285714,0
914,Not the cheapest option but definitely worth it for the quality. Satisfied.,Genuine,5,No,Backpack,12,0,0.032258064516129,19
915,Outstanding Notebook!!! Exceeded every single expectation I had!!! This Notebook is truly amazing!!,Fake,5,No,Notebook,13,8,0.0759493670886076,6
916,Every single customer should have this in their life!!! Genuinely the best!!!,Fake,4,Yes,Coffee Maker,12,6,0.0333333333333333,3
917,Practical and efficient. Works as expected. No complaints.,Genuine,4,Yes,Speaker,8,0,0.0625,5
918,The Water Bottle has minor quality issues but functions correctly. Shipping was prompt.,Genuine,4,No,Water Bottle,13,0,0.0547945205479452,0
919,Nice product. Could have better packaging though. Recommended.,Genuine,5,No,Non-stick Pan,8,0,0.0576923076923076,4
920,I gave it to everyone in my family and they ALL love it!!! AMAZING!!!,Fake,4,No,Water Bottle,14,6,0.22,0
921,My entire family switched to this Laptop Stand we are all obsessed!!! Absolutely wonderful Laptop Stand!!,Fake,4,No,Laptop Stand,16,5,0.0705882352941176,3
922,Perfect for everyone!!! Young old male female everyone will love this!!!,Fake,5,Yes,Non-stick Pan,11,6,0.0357142857142857,1
923,Delivers what it promises. Satisfied with the purchase. Good value.,Genuine,4,Yes,Air Fryer,10,0,0.0545454545454545,9
924,Used it for a month now. Holding up well. Good value. Would buy again.,Genuine,4,Yes,Desk Lamp,14,0,0.0754716981132075,4
925,Best Portable Charger purchase ever. Totally worth every penny. Buy now! PORTABLE CHARGER IS FANTASTIC!!!,Fake,4,No,Portable Charger,15,4,0.3647058823529411,9
926,"OMG this Desk Lamp changed my life forever!!! PERFECT!!! Such a wonderful Desk Lamp, will buy again!!!!!",Fake,5,No,Desk Lamp,17,11,0.1973684210526315,0
927,"Literally perfect in every way!!! Love this Non-stick Pan so much!!! Such a superb Non-stick Pan, will buy again!!!!!",Fake,5,No,Non-stick Pan,19,11,0.0823529411764705,5
928,I will be buying this as a gift for every occasion for the rest of my life!!!,Fake,5,Yes,Extension Cord,17,3,0.0172413793103448,12
929,Arrived fast works great love it Wireless Mouse perfect five stars! Absolutely amazing Wireless Mouse!!!,Fake,5,No,Wireless Mouse,15,4,0.0697674418604651,14
930,Average experience. Product is okay but not exceptional. No complaints.,Genuine,5,No,Desk Lamp,10,0,0.0508474576271186,3
931,The product arrived on time and works exactly as described. Very happy with my purchase.,Genuine,5,Yes,Phone Case,15,0,0.0277777777777777,12
932,"SUPER AMAZING Blender!!! HIGHLY RECOMMEND TO EVERYONE!!! Such a outstanding Blender, will buy again!!!",Fake,5,Yes,Blender,14,9,0.5063291139240507,19
933,Had some trouble with setup initially but works perfectly now.,Genuine,4,Yes,Phone Case,10,0,0.0192307692307692,14
934,The quality of this Laptop Stand blew me away!!! Completely worth it!!! This Laptop Stand is truly wonderful!!!!!,Fake,4,No,Laptop Stand,18,11,0.0823529411764705,7
935,This brand has gained a customer for life with this amazing product!!!,Fake,5,No,Wireless Earbuds,12,3,0.0178571428571428,4
936,I am obsessed with this Headphones!!! Absolutely cannot live without it!!! HEADPHONES IS SUPERB!!!!!,Fake,4,Yes,Headphones,14,11,0.2763157894736842,14
937,"Simple to use, does exactly what it should. Satisfied.",Genuine,4,Yes,Moisturizer,9,0,0.0465116279069767,3
938,AMAZING AMAZING AMAZING Blender!!! You will not regret this!!! This Blender is truly incredible!!!!!,Fake,4,No,Blender,14,11,0.3289473684210526,11
939,This Sunglasses is hands down the best investment I have ever made. This Sunglasses is truly phenomenal!!,Fake,4,Yes,Sunglasses,17,2,0.0581395348837209,12
940,"I have tried many products but this Coffee Maker beats all of them!!!!! Such a excellent Coffee Maker, will buy again!!",Fake,5,No,Coffee Maker,21,7,0.0659340659340659,1
941,I ordered this after reading reviews and I'm satisfied. Solid product. Does the job.,Genuine,4,No,Protein Powder,14,0,0.0597014925373134,18
942,Simple and reliable Yoga Mat. Does exactly what I needed. Will update review after more use.,Genuine,4,No,Yoga Mat,16,0,0.081081081081081,18
943,It stopped working after 3 months. Disappointing for the price. Good value.,Genuine,5,No,Moisturizer,12,0,0.05,3
944,Nothing fancy but reliable and well priced. No complaints.,Genuine,4,Yes,Air Fryer,9,0,0.0416666666666666,3
945,I was skeptical but Laptop Stand exceeded ALL my expectations COMPLETELY!!! This Laptop Stand is truly perfect!!!!,Fake,5,No,Laptop Stand,17,7,0.2087912087912088,10
946,The Water Bottle is comfortable and easy to use. Good value. Will update review after more use.,Genuine,3,No,Water Bottle,17,0,0.0657894736842105,4
947,Did exactly what I needed it to do. Good buy. Would buy again.,Genuine,4,No,Vitamin C Tablets,13,0,0.0851063829787234,19
948,The battery life is decent. I use it daily and charge it every two days.,Genuine,4,No,USB-C Hub,15,0,0.0357142857142857,10
949,Sunglasses is pure magic!!! Do not think twice just buy it!!!,Fake,5,Yes,Sunglasses,11,6,0.0444444444444444,9
950,I expected worse for the price but I was pleasantly surprised. Satisfied.,Genuine,4,Yes,Screen Protector,12,0,0.05,7
951,Works reliably every day. No complaints so far. Recommended.,Genuine,3,Yes,Blender,9,0,0.0612244897959183,5
952,Arrived on schedule and performs as expected. Happy with it.,Genuine,4,Yes,Wallet,10,0,0.0408163265306122,5
953,The quality exceeded my expectations at this price range. Recommended.,Genuine,5,Yes,Non-stick Pan,10,0,0.0338983050847457,7
954,"Arrived fast works great love it Yoga Mat perfect five stars! Such a fantastic Yoga Mat, will buy again!!!",Fake,4,No,Yoga Mat,19,4,0.072289156626506,14
955,Decent purchase. Does what it is supposed to do.,Genuine,5,Yes,Extension Cord,9,0,0.0526315789473684,13
956,Good for the price. Don't expect premium quality at this price point. Would buy again.,Genuine,5,Yes,Moisturizer,15,0,0.0441176470588235,10
957,SUPER AMAZING Speaker!!! HIGHLY RECOMMEND TO EVERYONE!!! SPEAKER IS PHENOMENAL!!,Fake,4,No,Speaker,10,8,0.9047619047619048,11
958,"It does the job. Simple, functional, and well priced. Satisfied.",Genuine,4,Yes,Rice Cooker,10,0,0.06,12
959,It stopped working after 3 months. Disappointing for the price. Would buy again.,Genuine,5,Yes,Phone Case,13,0,0.046875,7
960,If I could give it a million stars I would!!! Just perfect in every way!!!,Fake,5,Yes,Wireless Earbuds,15,6,0.074074074074074,17
961,Never been more happy with a purchase!!! This Water Bottle is the best!!! This Water Bottle is truly spectacular!!!!!,Fake,5,Yes,Water Bottle,19,11,0.0795454545454545,0
962,Bought after some research. It meets my requirements. Good value.,Genuine,5,No,Hair Dryer,10,0,0.0566037735849056,14
963,Nothing fancy but reliable and well priced. Recommended.,Genuine,4,Yes,Water Bottle,8,0,0.0425531914893617,7
964,Exactly what I needed. Simple to use and does what it says. Would buy again.,Genuine,5,No,Laptop Stand,15,0,0.0677966101694915,10
965,I was skeptical but Wireless Mouse exceeded ALL my expectations COMPLETELY!!! WIRELESS MOUSE IS OUTSTANDING!!!!!,Fake,4,Yes,Wireless Mouse,15,8,0.4666666666666667,11
966,Best quality I have ever encountered!!! Will definitely buy again and again!!!,Fake,4,No,Water Bottle,12,6,0.0491803278688524,11
967,"The quality of this Kitchen Knife blew me away!!! Completely worth it!!! The Kitchen Knife is incredible, cannot recommend enough!!!!",Fake,4,Yes,Kitchen Knife,20,10,0.0679611650485436,3
968,Everyone should have this Non-stick Pan it is life-changing literally. NON-STICK PAN IS OUTSTANDING!!!!!,Fake,5,Yes,Non-stick Pan,14,5,0.3292682926829268,15
969,"I have ordered this Portable Charger three times already it is that good!!! The Portable Charger is excellent, cannot recommend enough!!!!!",Fake,4,Yes,Portable Charger,21,8,0.0545454545454545,3
970,"This Air Purifier arrived and I immediately bought two more as gifts!!! Such a superb Air Purifier, will buy again!!!!!",Fake,4,No,Air Purifier,20,8,0.0769230769230769,4
971,No major issues. Product meets basic requirements. Would buy again.,Genuine,4,Yes,Desk Lamp,10,0,0.0545454545454545,4
972,"Absolutely phenomenal Laptop Stand!!!!! Best seller definitely!!!! The Laptop Stand is spectacular, cannot recommend enough!!!",Fake,5,No,Laptop Stand,15,12,0.0707070707070707,7
973,Greatest Wireless Mouse I have ever bought in my entire life period.,Fake,5,No,Wireless Mouse,12,0,0.0714285714285714,9
974,The product is as described. No complaints from my side. Satisfied.,Genuine,5,Yes,Smart Bulb,11,0,0.0555555555555555,16
975,"WOW WOW WOW!!! This Non-stick Pan is absolutely incredible must buy!!! Such a phenomenal Non-stick Pan, will buy again!!!!!",Fake,4,No,Non-stick Pan,19,11,0.1648351648351648,8
976,"Never been more happy with a purchase!!! This Running Shoes is the best!!! Such a amazing Running Shoes, will buy again!!!!!",Fake,5,No,Running Shoes,21,11,0.0760869565217391,18
977,"This Sunglasses is the single best thing I have ever purchased online!!! Such a wonderful Sunglasses, will buy again!!!!!",Fake,4,No,Sunglasses,19,8,0.0531914893617021,13
978,Easy to install and works right away. Satisfied.,Genuine,5,Yes,Speaker,8,0,0.0512820512820512,7
979,"Everyone should have this Backpack it is life-changing literally. The Backpack is amazing, cannot recommend enough!!",Fake,4,Yes,Backpack,16,2,0.0416666666666666,8
980,Customer service was helpful when I had a question. Product is good too. Does the job.,Genuine,5,Yes,Electric Toothbrush,16,0,0.0588235294117647,10
981,Words cannot describe how amazing this Yoga Mat truly is!!! YOGA MAT IS SPECTACULAR!!!!!,Fake,4,No,Yoga Mat,14,8,0.3432835820895522,0
982,Used it for a month now. Holding up well. Good value. Does the job.,Genuine,4,Yes,Electric Shaver,14,0,0.08,13
983,Works consistently. Has not let me down yet. Recommended.,Genuine,4,Yes,Phone Case,9,0,0.0652173913043478,4
984,Even the packaging is perfect!!! Every detail shows love and care!!!,Fake,5,Yes,Extension Cord,11,6,0.0384615384615384,13
985,"I have ordered this Portable Charger three times already it is that good!!! The Portable Charger is phenomenal, cannot recommend enough!!!",Fake,4,No,Portable Charger,21,6,0.054054054054054,3
986,EXTRAORDINARY!!! EXCEPTIONAL!!! UNMATCHED!!! Just buy it already!!!,Fake,5,No,Speaker,7,12,0.6938775510204082,0
987,SUPER AMAZING Kitchen Knife!!! HIGHLY RECOMMEND TO EVERYONE!!! Absolutely incredible Kitchen Knife!!!!!,Fake,4,Yes,Kitchen Knife,12,11,0.5185185185185185,18
988,This Portable Charger is so good I bought one for all my friends!!! Absolutely wonderful Portable Charger!!!!!,Fake,4,Yes,Portable Charger,17,8,0.0813953488372093,7
989,"The quality of this Wireless Mouse blew me away!!! Completely worth it!!! The Wireless Mouse is spectacular, cannot recommend enough!!!!!",Fake,4,Yes,Wireless Mouse,20,11,0.0660377358490566,14
990,Five star product five star seller five star shipping. Love Speaker!,Fake,5,Yes,Speaker,11,1,0.0535714285714285,14
991,"I gave Notebook to my mom and she cried it was so good!!! The Notebook is outstanding, cannot recommend enough!!",Fake,4,Yes,Notebook,20,5,0.0459770114942528,8
992,Works as advertised. Straightforward and reliable. Does the job.,Genuine,5,Yes,Coffee Maker,9,0,0.0566037735849056,8
993,Best investment I have ever made in my entire purchasing history!!!,Fake,4,Yes,Coffee Maker,11,3,0.037037037037037,9
994,The color is slightly different from photos but quality is fine. Does the job.,Genuine,5,Yes,Coffee Maker,14,0,0.0317460317460317,19
995,Five stars is not enough!!! This deserves 100 stars!!!,Fake,5,No,Backpack,9,6,0.054054054054054,8
996,"This Laptop Stand is so good I bought one for all my friends!!! Such a superb Laptop Stand, will buy again!!!!",Fake,5,Yes,Laptop Stand,21,7,0.0853658536585365,2
997,I was skeptical but Speaker exceeded ALL my expectations COMPLETELY!!! This Speaker is truly outstanding!!!!!,Fake,4,No,Speaker,15,8,0.1954022988505747,19
998,Works as advertised. Straightforward and reliable. No complaints.,Genuine,5,No,Electric Kettle,8,0,0.0545454545454545,10
999,Zero complaints about Backpack. Perfect. Amazing. Wonderful. Superb. Absolutely fantastic Backpack!!!!,Fake,5,Yes,Backpack,11,4,0.0963855421686747,5
1000,Words cannot describe how amazing this Speaker truly is!!! This Speaker is truly spectacular!!!!!,Fake,4,Yes,Speaker,14,8,0.0526315789473684,1
1001,"Bohat acha product hai, bilkul waisa jaise picture mein tha. Satisfied hoon.",Genuine,3,Yes,Kitchen Knife,12,0,0.0263,23
1002,Delivery thori late thi lekin product theek hai. Kaam ka hai.,Genuine,4,Yes,Noise Cancelling Headphones,11,0,0.0328,7
1003,Quality thori average hai lekin price ke hisaab se theek hai.,Genuine,4,No,Protein Powder,11,0,0.0164,3
1004,Pehle toh doubt tha lekin order karne ke baad khush hoon. Recommend karunga.,Genuine,5,Yes,Resistance Bands,13,0,0.0263,18
1005,Mere ghar mein sab ko pasand aaya. Useful cheez hai.,Genuine,4,Yes,Sunglasses,10,0,0.0385,0
1006,Packaging damage thi lekin andar se product safe nikla. Chalega.,Genuine,3,Yes,Non-stick Pan,10,0,0.0312,7
1007,Bahut purana wala design hai lekin kaam karta hai acha.,Genuine,5,No,Backpack,10,0,0.0182,0
1008,Mujhe thoda time laga samajhne mein lekin ab maza aa raha hai.,Genuine,5,Yes,Blender,12,0,0.0161,22
1009,Bhai sach mein acha laga. Koi jhooth nahi. Value for money hai.,Genuine,5,Yes,Speaker,12,0,0.0476,7
1010,Meri ammi ne bhi mangwaya same product. Family ko pasand aaya.,Genuine,4,No,Water Bottle,11,0,0.0323,8
1011,Delivery fast thi. Product bhi expected jaisa nikla. Theek hai.,Genuine,3,Yes,Mobile Phone,10,0,0.0476,22
1012,"Zyada mehnga nahi tha, kaam bhi kar raha hai. Okay okay product.",Genuine,4,Yes,Earphones,12,0,0.0312,8
1013,Build quality thori weak lagti hai lekin use mein acha hai.,Genuine,4,Yes,Running Shoes,11,0,0.0169,24
1014,Ek baar return karna pada tha lekin replacement jaldi aaya. Thanks.,Genuine,4,Yes,Electric Kettle,11,0,0.0299,2
1015,Photos se thoda alag nikla lekin phir bhi use kar raha hoon. Chalega.,Genuine,4,Yes,Laptop Stand,13,0,0.029,11
1016,Sasta aur tikau. Pakistani public ke liye sahi choice hai.,Genuine,4,No,Kitchen Knife,10,0,0.0345,8
1017,"Dost ne suggest kiya tha, usne sahi kaha. Acha product hai.",Genuine,3,No,Noise Cancelling Headphones,11,0,0.0339,14
1018,Mujhe personally zyada pasand nahi aya lekin quality mein koi masla nahi.,Genuine,5,Yes,Protein Powder,12,0,0.0137,12
1019,Accha laga. Zaroorat poori karta hai. Zyada umeed nahi rakhni chahiye.,Genuine,3,No,Resistance Bands,11,0,0.0429,9
1020,Color mein fark tha thoda but overall zyada bura nahi.,Genuine,5,Yes,Sunglasses,10,0,0.0185,18
1021,"Kuch din use kiya hai, abhi tak theek chal raha hai. Dekhtey hain.",Genuine,4,No,Non-stick Pan,13,0,0.0303,2
1022,"Seedha seedha bolunga - product okay hai, na zyada acha na bura.",Genuine,3,No,Backpack,12,0,0.0156,7
1023,Sirf isliye 4 star diya kyunki packaging mein bubble wrap nahi tha.,Genuine,4,Yes,Blender,12,0,0.0149,7
1024,Mere yaar ne bhi yahi liya tha. Dono theek chal rahe hain.,Genuine,3,Yes,Speaker,12,0,0.0345,8
1025,"Office mein use karta hoon, coworkers ne bhi pasand kiya.",Genuine,4,No,Water Bottle,10,0,0.0175,11
1026,Pehle se better hai pichle wale se jo maine liya tha. Theek hai.,Genuine,4,Yes,Mobile Phone,13,0,0.0312,11
1027,"Raat ko ghar aaya parcel, subah khola. Sahi packaging tha andar se.",Genuine,4,No,Earphones,12,0,0.0299,8
1028,Koi complaints nahi mujhe. Kaam ka hai aur price bhi theek tha.,Genuine,3,No,Running Shoes,12,0,0.0317,20
1029,Use karte waqt thodi aadat lagti hai lekin phir okay ho jata hai.,Genuine,4,No,Electric Kettle,13,0,0.0154,23
1030,Agar sale pe mile to zaroor lo. Normal price pe thoda expensive lagta hai.,Genuine,4,Yes,Laptop Stand,14,0,0.027,14
1031,Mujhe gift mein mila tha yeh. Quality dekh ke khud bhi khareedna chahta hoon.,Genuine,4,Yes,Kitchen Knife,14,0,0.026,20
1032,Online order ka darr tha but is baar positive experience raha.,Genuine,5,Yes,Noise Cancelling Headphones,11,0,0.0161,21
1033,Zyada features ki umeed thi lekin jo hai wo kaam ka hai.,Genuine,4,Yes,Protein Powder,12,0,0.0179,7
1034,Bhai itna bura nahi jitna kuch logon ne likha tha reviews mein.,Genuine,3,Yes,Resistance Bands,12,0,0.0159,12
1035,Jab se liya hai regularly use kar raha hoon. Koi shikayat nahi.,Genuine,4,Yes,Sunglasses,12,0,0.0317,6
1036,Instructions thori mushkil thi samajhne mein but product itself theek hai.,Genuine,5,No,Non-stick Pan,11,0,0.0135,10
1037,"Warranty service ka abhi pata nahi, product abhi naya hai.",Genuine,4,No,Backpack,10,0,0.0172,15
1038,Kaafi decent hai yeh. Daily use ke liye bilkul theek.,Genuine,4,No,Blender,10,0,0.0377,14
1039,"Meri wife bhi use karti hai, dono ko pasand hai. Family approved.",Genuine,4,Yes,Speaker,12,0,0.0308,4
1040,Thoda heavy hai lekin quality feel aati hai. Trade off hai.,Genuine,4,No,Water Bottle,11,0,0.0339,17
1041,Size chart se confirm kar ke lo warna problem ho sakti hai.,Genuine,5,Yes,Mobile Phone,12,0,0.0169,23
1042,Pehli baar is brand se liya tha. Experience okay raha.,Genuine,5,Yes,Earphones,10,0,0.037,18
1043,Seller ne jaldi respond kiya query ka. Service bhi theek thi.,Genuine,4,Yes,Running Shoes,11,0,0.0328,7
1044,Expected se thoda chota tha but kaam mein koi masla nahi.,Genuine,4,No,Electric Kettle,11,0,0.0175,15
1045,Honest review: average product hai. Na bahut acha na bahut bura.,Genuine,3,Yes,Laptop Stand,11,0,0.0312,3
1046,Abhi sirf 2 hafte use kiya hai. Long term durability ka pata nahi.,Genuine,4,No,Kitchen Knife,13,0,0.0303,5
1047,Mere cousin ne recommend kiya tha. Woh use karta hai kafi time se.,Genuine,4,No,Noise Cancelling Headphones,13,0,0.0303,2
1048,Yeh pehle wale se behtar hai jo toota tha. Is baar quality acha lagta hai.,Genuine,4,Yes,Protein Powder,15,0,0.027,19
1049,Shipping mein 5 din lage but product safe pahuncha. Theek.,Genuine,4,No,Resistance Bands,10,0,0.0345,8
1050,Logo ki complain thi quality ki - mujhe itna bura nahi laga personally.,Genuine,5,Yes,Sunglasses,13,0,0.0141,21
1051,"Bohat acha product hai, bilkul waisa jaise picture mein tha. Satisfied hoon.",Genuine,3,No,Non-stick Pan,12,0,0.0263,17
1052,Delivery thori late thi lekin product theek hai. Kaam ka hai.,Genuine,4,No,Backpack,11,0,0.0328,10
1053,Quality thori average hai lekin price ke hisaab se theek hai.,Genuine,3,Yes,Blender,11,0,0.0164,13
1054,Pehle toh doubt tha lekin order karne ke baad khush hoon. Recommend karunga.,Genuine,4,Yes,Speaker,13,0,0.0263,0
1055,Mere ghar mein sab ko pasand aaya. Useful cheez hai.,Genuine,4,No,Water Bottle,10,0,0.0385,24
1056,Packaging damage thi lekin andar se product safe nikla. Chalega.,Genuine,4,No,Mobile Phone,10,0,0.0312,3
1057,Bahut purana wala design hai lekin kaam karta hai acha.,Genuine,4,No,Earphones,10,0,0.0182,16
1058,Mujhe thoda time laga samajhne mein lekin ab maza aa raha hai.,Genuine,5,Yes,Running Shoes,12,0,0.0161,4
1059,Bhai sach mein acha laga. Koi jhooth nahi. Value for money hai.,Genuine,4,Yes,Electric Kettle,12,0,0.0476,17
1060,Meri ammi ne bhi mangwaya same product. Family ko pasand aaya.,Genuine,5,Yes,Laptop Stand,11,0,0.0323,19
1061,Delivery fast thi. Product bhi expected jaisa nikla. Theek hai.,Genuine,4,Yes,Kitchen Knife,10,0,0.0476,0
1062,"Zyada mehnga nahi tha, kaam bhi kar raha hai. Okay okay product.",Genuine,3,Yes,Noise Cancelling Headphones,12,0,0.0312,25
1063,Build quality thori weak lagti hai lekin use mein acha hai.,Genuine,4,Yes,Protein Powder,11,0,0.0169,1
1064,Ek baar return karna pada tha lekin replacement jaldi aaya. Thanks.,Genuine,4,No,Resistance Bands,11,0,0.0299,2
1065,Photos se thoda alag nikla lekin phir bhi use kar raha hoon. Chalega.,Genuine,3,No,Sunglasses,13,0,0.029,15
1066,Sasta aur tikau. Pakistani public ke liye sahi choice hai.,Genuine,3,No,Non-stick Pan,10,0,0.0345,24
1067,"Dost ne suggest kiya tha, usne sahi kaha. Acha product hai.",Genuine,4,Yes,Backpack,11,0,0.0339,21
1068,Mujhe personally zyada pasand nahi aya lekin quality mein koi masla nahi.,Genuine,4,No,Blender,12,0,0.0137,5
1069,Accha laga. Zaroorat poori karta hai. Zyada umeed nahi rakhni chahiye.,Genuine,4,No,Speaker,11,0,0.0429,19
1070,Color mein fark tha thoda but overall zyada bura nahi.,Genuine,4,Yes,Water Bottle,10,0,0.0185,17
1071,"Kuch din use kiya hai, abhi tak theek chal raha hai. Dekhtey hain.",Genuine,4,No,Mobile Phone,13,0,0.0303,9
1072,"Seedha seedha bolunga - product okay hai, na zyada acha na bura.",Genuine,4,No,Earphones,12,0,0.0156,20
1073,Sirf isliye 4 star diya kyunki packaging mein bubble wrap nahi tha.,Genuine,4,Yes,Running Shoes,12,0,0.0149,16
1074,Mere yaar ne bhi yahi liya tha. Dono theek chal rahe hain.,Genuine,4,Yes,Electric Kettle,12,0,0.0345,7
1075,"Office mein use karta hoon, coworkers ne bhi pasand kiya.",Genuine,4,Yes,Laptop Stand,10,0,0.0175,10
1076,Pehle se better hai pichle wale se jo maine liya tha. Theek hai.,Genuine,3,No,Kitchen Knife,13,0,0.0312,17
1077,"Raat ko ghar aaya parcel, subah khola. Sahi packaging tha andar se.",Genuine,4,No,Noise Cancelling Headphones,12,0,0.0299,7
1078,Koi complaints nahi mujhe. Kaam ka hai aur price bhi theek tha.,Genuine,3,Yes,Protein Powder,12,0,0.0317,22
1079,Use karte waqt thodi aadat lagti hai lekin phir okay ho jata hai.,Genuine,3,Yes,Resistance Bands,13,0,0.0154,2
1080,Agar sale pe mile to zaroor lo. Normal price pe thoda expensive lagta hai.,Genuine,3,Yes,Sunglasses,14,0,0.027,2
1081,Mujhe gift mein mila tha yeh. Quality dekh ke khud bhi khareedna chahta hoon.,Genuine,5,Yes,Non-stick Pan,14,0,0.026,8
1082,Online order ka darr tha but is baar positive experience raha.,Genuine,4,Yes,Backpack,11,0,0.0161,17
1083,Zyada features ki umeed thi lekin jo hai wo kaam ka hai.,Genuine,4,No,Blender,12,0,0.0179,18
1084,Bhai itna bura nahi jitna kuch logon ne likha tha reviews mein.,Genuine,5,Yes,Speaker,12,0,0.0159,7
1085,Jab se liya hai regularly use kar raha hoon. Koi shikayat nahi.,Genuine,4,Yes,Water Bottle,12,0,0.0317,6
1086,Instructions thori mushkil thi samajhne mein but product itself theek hai.,Genuine,3,Yes,Mobile Phone,11,0,0.0135,21
1087,"Warranty service ka abhi pata nahi, product abhi naya hai.",Genuine,4,Yes,Earphones,10,0,0.0172,13
1088,Kaafi decent hai yeh. Daily use ke liye bilkul theek.,Genuine,4,Yes,Running Shoes,10,0,0.0377,23
1089,"Meri wife bhi use karti hai, dono ko pasand hai. Family approved.",Genuine,3,No,Electric Kettle,12,0,0.0308,20
1090,Thoda heavy hai lekin quality feel aati hai. Trade off hai.,Genuine,3,Yes,Laptop Stand,11,0,0.0339,12
1091,Size chart se confirm kar ke lo warna problem ho sakti hai.,Genuine,4,Yes,Kitchen Knife,12,0,0.0169,7
1092,Pehli baar is brand se liya tha. Experience okay raha.,Genuine,4,Yes,Noise Cancelling Headphones,10,0,0.037,17
1093,Seller ne jaldi respond kiya query ka. Service bhi theek thi.,Genuine,4,Yes,Protein Powder,11,0,0.0328,13
1094,Expected se thoda chota tha but kaam mein koi masla nahi.,Genuine,4,Yes,Resistance Bands,11,0,0.0175,14
1095,Honest review: average product hai. Na bahut acha na bahut bura.,Genuine,4,Yes,Sunglasses,11,0,0.0312,14
1096,Abhi sirf 2 hafte use kiya hai. Long term durability ka pata nahi.,Genuine,5,Yes,Non-stick Pan,13,0,0.0303,1
1097,Mere cousin ne recommend kiya tha. Woh use karta hai kafi time se.,Genuine,5,Yes,Backpack,13,0,0.0303,2
1098,Yeh pehle wale se behtar hai jo toota tha. Is baar quality acha lagta hai.,Genuine,4,Yes,Blender,15,0,0.027,13
1099,Shipping mein 5 din lage but product safe pahuncha. Theek.,Genuine,4,Yes,Speaker,10,0,0.0345,6
